chemistry,feature,fold,seed,stage,max_abs_rel_diff,note
NMC,G4,DST,0,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,FUDS,2,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,FUDS,2,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,FUDS,2,channel_ema_800,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,FUDS,2,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,FUDS,2,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,FUDS,2,network_out,1.3942222241354552e-07,Measured on chip; 66 deterministic outputs
LFP,T6,US06,0,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,0,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,0,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,0,channel_ema_800,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,0,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,0,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,0,network_out,1.228569038799183e-07,Measured on chip; 66 deterministic outputs
LFP,T6,US06,1,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,1,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,1,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,1,channel_ema_800,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,1,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,1,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,1,network_out,1.273544107813724e-07,Measured on chip; 66 deterministic outputs
LFP,T6,US06,2,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,2,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,2,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,2,channel_ema_800,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,2,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,2,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T6,US06,2,network_out,1.1476526758300465e-07,Measured on chip; 66 deterministic outputs
LFP,T7,DST,0,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,0,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,0,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,0,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,0,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,0,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,0,network_out,1.4775110276907154e-07,Measured on chip; 66 deterministic outputs
LFP,T7,DST,1,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,1,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,1,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,1,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,1,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,1,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,1,network_out,1.2422245068287437e-07,Measured on chip; 66 deterministic outputs
LFP,T7,DST,2,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,2,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,2,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,2,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,2,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,2,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,DST,2,network_out,1.943362716527244e-07,Measured on chip; 66 deterministic outputs
LFP,T7,FUDS,0,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,0,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,0,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,0,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,0,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,0,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,0,network_out,1.3646073013318947e-07,Measured on chip; 66 deterministic outputs
LFP,T7,FUDS,1,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,1,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,1,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,1,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,1,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,1,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,1,network_out,1.308125643253989e-07,Measured on chip; 66 deterministic outputs
LFP,T7,FUDS,2,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,2,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,2,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,2,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,2,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,2,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,FUDS,2,network_out,1.4392539389946766e-07,Measured on chip; 66 deterministic outputs
LFP,T7,US06,0,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,0,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,0,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,0,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,0,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,0,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,0,network_out,1.3718358916960044e-07,Measured on chip; 66 deterministic outputs
LFP,T7,US06,1,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,1,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,1,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,1,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,1,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,1,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,1,network_out,1.4830550211583422e-07,Measured on chip; 66 deterministic outputs
LFP,T7,US06,2,vcorr_ema,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,2,channel_ema_50,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,2,channel_ema_200,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,2,channel_ema_800,MISSING_not_in_feature_set,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,2,dev_channels,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,2,scaler_out,0.0,PC proxy of MCU C arithmetic compared with frozen Python feature builder; no on-chip intermediate capture
LFP,T7,US06,2,network_out,1.3723705736406325e-07,Measured on chip; 66 deterministic outputs
